,ibuprofen,acetaminophen,lidocaine,esomeprazole,pregabalin,oxycodone,fluticasone propionate,valsartan,doxycycline,eszopiclone,sildenafil,abiraterone,tadalafil,aspirin,aripiprazole,budesonide,pradaxa,celecoxib,ezetimibe,vytorin,nicotine,duloxetine,benicar,methylphenidate,insulin lispro,adalimumab,paracetamol,liraglutide,pemetrexed,fenofibrate,rivaroxaban,everolimus,capecitabine,darunavir,triamcinolone,buprenorphine,divalproex sodium,ranibizumab,castor oil,melatonin,epoetin alfa,fentanyl,hydrocodone bitartrate,ustekinumab,lyrica,rituximab,filgrastim,diovan,lantus,insulin glargine,quetiapine,tamiflu,xeloda,isentress,raltegravir,janumet,cinacalcet,atazanavir,hydrocortisone cream,novolog,insulin aspart,warfarin,rosuvastatin,lantus solostar,humira,januvia,sitagliptin,xolair,omalizumab,xarelto,vaccines,imatinib,evista,adderall xr,memantine,aranesp,darbepoetin alfa,sensipar,xgeva,denosumab,stelara,oxycontin,abilify,vyvanse,prezista,raloxifene,seroquel xr,lisdexamfetamine,copaxone,dexlansoprazole,metoprolol,trastuzumab,palivizumab,infliximab,abatacept,gravol,reyataz,pepto bismol,levemir,insulin detemir,tiotropium bromide,lucentis,tylenol pm,enbrel,etanercept,renvela,oseltamivir,crestor,aciphex,ventolin hfa,lunesta,celebrex,solifenacin,mometasone,benadryl,nexplanon,viagra,synthroid,prevnar 13,pitocin,rebif,nexium,cymbalta,flovent hfa,humalog,dexilant,epogen,adderall,remicade,cialis,proair hfa,avonex,fingolimod,synagis,alimta,humalog kwikpen,namenda,bevacizumab,lipitor,heparin,afinitor,nasonex,victoza,avonex pen,zetia,dabigatran,orencia,suboxone,neupogen,zytiga,telaprevir,ritalin,gilenya,atripla,symbicort,avastin,truvada,pegfilgrastim,levothyroxine,herceptin,complera,stribild,rabeprazole,glatiramer,neulasta,insulin,lovaza,atorvastatin,vesicare,restasis,androgel
57406009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
59927004.0,57,36,1,0,0,32,0,1,0,0,0,0,0,18,16,0,0,4,0,0,14,0,0,0,0,0,7,0,0,0,0,0,0,6,0,4,0,0,0,0,16,10,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,151,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,36,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,157,0,0,0,4,0
60862001.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,228,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
61462000.0,736,37,0,0,0,2,3,1,45,0,4,0,0,48,2,2,0,14,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,8,0,36,0,0,0,15,0,1,0,0,0,1,0,1,1,2,0,24,0,0,0,0,0,6,0,1,0,4,1,0,0,0,0,0,0,0,4502,112,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,5,0,0,36,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,271,0,4,0,0,0
61599003.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62315008.0,68,26,1,1,27,10,0,4,6,0,0,0,0,105,16,0,0,0,0,0,5,8,0,9,0,2,17,0,0,1,1,0,62,3,0,8,0,0,0,2,0,6,0,0,0,0,0,3,3,0,0,14,0,0,0,0,0,3,0,3,0,27,0,0,0,0,1,0,0,0,183,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,64,0,0,9,0,0,0,0,0,0,0,0,5,0,8,0,24,12,0,0,2,0,0,0,0,1,8,3,0,0,0,26,4,0,0,0,0,1,0,0,0,0,0,0,3,0,0,30,15,3,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,3,6,0,0,3,0,24,59,0,18,0,0,0
63102001.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
67362008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68566005.0,15,46,0,1,0,1,6,0,1,0,0,5,0,29,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,8,0,3,0,0,0
69322001.0,55,12,0,0,0,4,0,0,42,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,9,0,0,0,0,0
69896004.0,52,68,16,2,0,16,6,5,15,0,2,0,0,78,8,3,1,44,1,0,5,1,0,0,3,87,17,0,0,10,0,7,19,8,0,0,0,0,0,1,8,4,0,0,0,130,0,0,0,7,0,8,0,0,1,0,0,3,0,0,0,5,2,0,15,0,0,0,0,0,85,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,180,45,0,0,0,0,0,0,0,0,11,218,0,3,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,102,0,18,0,0,0
73211009.0,290,869,14,21,27,140,73,27,222,0,4,68,0,408,62,23,1,34,12,0,388,16,0,9,46,1,32,114,1,34,24,8,9,16,2,1,0,26,0,36,44,44,0,0,0,2,0,7,20,94,22,20,0,0,3,20,0,7,3,20,13,520,15,0,1,13,315,0,0,6,2301,2,0,0,8,1,22,0,0,0,0,48,0,0,0,0,0,0,0,0,210,44,0,10,22,0,0,0,6,26,0,5,0,1,2,0,48,0,0,0,2,0,0,13,8,0,10,7,0,0,0,81,0,0,43,0,0,38,3,2,0,0,4,0,0,0,0,28,299,1080,0,0,0,0,0,29,0,0,0,0,2,20,0,0,4,13,0,0,195,3,0,0,0,2,0,82484,0,152,2,1,0
73442001.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74732009.0,24,45,0,0,0,219,0,33,0,0,0,0,0,36,9,0,0,10,0,0,331,12,0,1,0,0,14,0,0,0,0,1,1,0,0,362,0,0,0,41,0,302,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,32,0,0,0,0,0,0,0,0,2448,5,0,0,0,0,0,0,0,0,0,42,1,0,0,0,0,0,0,0,92,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,481,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,1,0,488,0,20,0,0,0
75694006.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
76376003.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86044005.0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,2,0
709044004.0,216,179,0,0,0,204,0,0,4,0,0,10,0,68,72,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,74,62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,43,0,0,0,0,0,0,0,0,362,0,0,0,0,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,353,0,13,1,0,0
129103003.0,13,11,1,0,27,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0
195967001.0,103,1641,16,39,0,22,572,3,105,0,4,1,0,218,8,424,0,10,35,0,45,35,0,3,3,0,6,0,1,70,11,6,0,0,0,44,0,8,0,8,8,10,0,0,0,6,0,3,3,19,0,0,0,0,0,3,0,0,0,3,0,147,39,0,0,0,0,0,3,0,530,5,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,63,5,0,2,29,0,0,0,0,0,0,8,0,0,0,0,14,3,0,0,0,0,0,33,0,0,15,3,0,0,1,30,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,16,12,41,0,3,0,0,0,16,0,14,0,0,0,0,0,0,3,24,7,0,462,0,0,0,0,0,0,505,0,116,1,0,0
200936003.0,1,0,0,1,0,0,0,0,6,0,1,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,8,0,0,1,0,0,3,0,0,0,5,0,0,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,4,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32,0,2,0,0,0
233604007.0,56,39,5,0,0,20,0,1,23,0,8,0,1,173,12,6,2,15,0,0,15,0,0,0,0,2,23,0,6,0,1,0,0,17,0,16,0,0,0,3,8,9,0,0,0,2,2,0,0,4,0,78,0,0,1,1,0,41,1,0,0,12,2,0,0,0,5,0,0,0,2981,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,25,5,10,8,0,0,0,0,0,0,0,0,0,8,0,109,0,0,0,0,0,0,4,1,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,79,0,0,0,0,0,1,0,0,3,0,13,0,0,0,0,0,7,0,7,0,0,0,0,0,24,213,0,4,2,0,0
698247007.0,60,12,7,0,0,19,0,2,21,0,1,9,0,149,4,0,0,12,0,0,43,0,0,10,0,0,5,0,0,4,83,0,30,4,0,21,0,4,0,3,0,11,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,615,2,0,0,0,32,0,0,4,51,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,8,4,38,0,0,0,0,0,219,0,1,0,0,0,0,0,0,2,12,0,0,11,0,0,0,0,2,6,2592,0,12,0,0,0
