,ibuprofen,acetaminophen,lidocaine,esomeprazole,pregabalin,oxycodone,fluticasone propionate,valsartan,doxycycline,eszopiclone,sildenafil,abiraterone,tadalafil,aspirin,aripiprazole,budesonide,pradaxa,celecoxib,ezetimibe,vytorin,nicotine,duloxetine,benicar,methylphenidate,insulin lispro,adalimumab,paracetamol,liraglutide,pemetrexed,fenofibrate,rivaroxaban,everolimus,capecitabine,darunavir,triamcinolone,buprenorphine,divalproex sodium,ranibizumab,castor oil,melatonin,epoetin alfa,fentanyl,hydrocodone bitartrate,ustekinumab,lyrica,rituximab,filgrastim,diovan,lantus,insulin glargine,quetiapine,tamiflu,xeloda,isentress,raltegravir,janumet,cinacalcet,atazanavir,hydrocortisone cream,novolog,insulin aspart,warfarin,rosuvastatin,lantus solostar,humira,januvia,sitagliptin,xolair,omalizumab,xarelto,vaccines,imatinib,evista,adderall xr,memantine,aranesp,darbepoetin alfa,sensipar,xgeva,denosumab,stelara,oxycontin,abilify,vyvanse,prezista,raloxifene,seroquel xr,lisdexamfetamine,copaxone,dexlansoprazole,metoprolol,trastuzumab,palivizumab,infliximab,abatacept,gravol,reyataz,pepto bismol,levemir,insulin detemir,tiotropium bromide,lucentis,tylenol pm,enbrel,etanercept,renvela,oseltamivir,crestor,aciphex,ventolin hfa,lunesta,celebrex,solifenacin,mometasone,benadryl,nexplanon,viagra,synthroid,prevnar 13,pitocin,rebif,nexium,cymbalta,flovent hfa,humalog,dexilant,epogen,adderall,remicade,cialis,proair hfa,avonex,fingolimod,synagis,alimta,humalog kwikpen,namenda,bevacizumab,lipitor,heparin,afinitor,nasonex,victoza,avonex pen,zetia,dabigatran,orencia,suboxone,neupogen,zytiga,telaprevir,ritalin,gilenya,atripla,symbicort,avastin,truvada,pegfilgrastim,levothyroxine,herceptin,complera,stribild,rabeprazole,glatiramer,neulasta,insulin,lovaza,atorvastatin,vesicare,restasis,androgel
59927004.0,434,285,419,0,12,57,0,16,30,0,17,12,5,1284,12,12,0,37,0,0,25,14,148,21,8,12,47,0,11,27,76,34,0,12,35,16,0,0,0,22,0,15,0,0,0,45,2,3,9,9,16,0,0,0,18,0,195,28,0,9,9,447,117,0,0,0,0,0,12,22,145,36,0,0,16,12,110,9,0,12,0,0,0,0,0,12,0,0,0,0,17,16,0,13,4,0,0,0,9,9,8,0,0,1,13,0,20,0,0,8,0,25,0,0,1,0,2,0,0,1,0,0,0,0,8,0,0,1,1,1,0,0,12,0,0,0,0,126,1,154,1,0,0,0,0,12,0,0,12,0,18,1,0,0,0,1,0,0,14,0,0,0,0,0,0,535,0,26,0,0,0
60862001.0,47,7,2689,0,0,13,0,1,10,0,1,0,1,179,4,0,0,5,0,0,7,10,0,3,0,0,10,0,0,0,0,0,3,0,1,6,0,0,0,10,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,14,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,1,0,10,0,0,1,0,0,4,0,0,0,0,9,1,1,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,7,0,0,0,0,4,1,0,0,0,0,0,0,6,14,0,0,0,0,0,64,0,7,0,0,0
61462000.0,96,79,57,0,114,51,0,43,232,0,57,42,15,132,42,44,0,43,0,0,36,44,0,45,28,42,1532,0,0,0,42,42,0,3,51,44,0,0,2,70,0,43,0,0,18,54,0,1,28,28,42,0,0,0,45,0,0,3,0,28,28,87,0,0,0,0,0,0,42,0,1666,54,0,0,56,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,45,42,1,43,14,0,0,0,28,28,28,0,0,1,43,0,56,0,0,0,0,1,0,0,1,0,10,0,0,1,0,0,0,0,28,0,0,9,1,1,0,0,42,0,0,0,0,42,2,196,0,0,0,0,0,42,0,0,6,0,9,9,0,0,0,0,0,0,42,0,0,0,2,0,0,688,0,43,0,0,0
61599003.0,2,3,1,0,0,0,0,1,1,0,1,0,1,15,0,0,0,1,0,0,7,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,11,0,1,0,0,0,0,0,0,0,0,65,0,0,0,0,49,0,0,0,0,0,0,0,0,2,0,0,0,0,6,55,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,186,0,0,0,0,0,86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1,0,0,0
62315008.0,386,87,22,105,281,66,0,14,35,0,20,12,6,849,16,13,0,34,1638,0,54,28,148,29,14,12,3537,1,693,574,192,16,10,4,54,17,0,0,57,90,0,15,0,0,63,40,0,2,8,10,12,2,1,0,16,0,195,12,0,8,8,516,28,0,0,0,24,0,12,66,352,42,0,0,262,24,220,9,0,12,0,0,4,0,0,14,0,0,0,0,25,25,0,14,4,1,0,1,8,10,41,0,0,2,14,0,164,0,81,16,0,22,0,0,3,0,14,0,0,2,0,81,12,0,8,0,0,9,2,2,0,0,12,0,0,0,14,370,2,252,0,0,0,0,3276,431,0,0,8,0,12,26,0,0,0,4,0,0,18,14,0,0,90,0,0,550,0,423,0,0,0
63102001.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0
67362008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68566005.0,12,10,8,0,8,8,0,6,6,0,8,6,2,73,6,6,0,8,0,0,21,6,0,6,4,6,10,0,0,0,133,8,0,0,0,6,0,0,8,6,0,6,0,0,0,7,0,0,4,4,8,0,0,0,6,0,260,0,0,4,4,158,0,0,0,0,0,0,6,48,9,6,0,0,377,30,275,12,0,6,0,0,0,0,0,6,0,0,0,0,6,6,0,6,2,0,0,0,4,4,4,0,0,0,6,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,21,348,0,200,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,134,0,7,0,0,0
69322001.0,41,15,279,0,6,18,0,7,16,0,9,6,3,36,16,6,0,7,0,0,32,6,0,9,4,6,23,0,0,0,6,7,0,0,1,6,0,0,0,32,0,7,0,0,0,17,0,1,5,4,166,0,0,0,6,0,0,0,0,5,4,9,0,0,0,0,0,0,6,0,25,6,0,0,9,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,7,6,0,7,2,0,0,0,4,4,4,0,0,1,7,0,8,0,0,0,0,1,0,0,1,0,10,0,0,1,0,0,1,0,4,0,0,9,1,1,0,0,6,0,0,0,0,6,1,15,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,175,0,7,0,0,0
69896004.0,194,45,26,3,18,98,0,18,22,0,24,18,6,1858,18,18,0,86,0,0,29,20,0,24,12,27,37,0,0,0,146,18,0,0,132,22,0,0,0,28,0,20,0,0,0,28,0,0,12,12,18,0,0,0,18,0,0,0,0,12,12,1020,0,0,9,0,0,0,18,48,127,18,0,0,24,6,55,0,0,18,4,0,0,0,0,18,0,0,0,0,18,18,0,27,15,0,0,0,12,12,12,0,0,9,27,0,28,1,0,8,0,68,0,0,0,0,10,0,0,0,0,0,0,0,12,0,0,0,9,0,0,0,18,0,0,0,0,18,1,130,0,0,0,0,0,90,6,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,1,0,0,291,0,18,0,0,0
73211009.0,434,1648,662,0,255,172,5,212,100,0,157,84,56,1356,97,86,0,95,25,0,146,126,37,144,1315,84,242,44,19,1134,267,95,21,3,73,94,0,0,68,176,1,86,0,0,38,97,0,85,215,549,102,1,2,0,87,9,3055,3,19,300,116,530,9,0,0,39,4838,0,84,66,832,106,0,0,367,54,495,141,0,84,0,0,13,0,0,84,0,0,0,0,266,84,0,85,28,1,0,0,108,469,56,0,0,1,85,0,117,10,0,52,0,3,0,0,11,0,61,8,0,1,0,0,17,0,247,0,0,18,1,28,0,0,94,0,2,0,14,86,15,401,0,0,10,0,0,165,0,0,6,0,9,29,0,5,0,0,5,0,104,2,0,0,2,0,0,58024,0,268,0,0,0
73442001.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
74732009.0,9,2,0,0,36,19,0,0,1,1,0,0,0,36,0,0,0,0,0,0,178,1,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,16,0,4,0,0,9,0,0,0,9,0,158,5,0,0,0,0,1,0,0,9,0,0,0,0,0,18,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,32,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,207,0,0,0,0,0
75694006.0,18,27,1,0,72,4,0,4,1,0,1,0,1,258,0,0,0,15,242,0,23,0,148,1,6,0,10,0,22,109,120,2,0,1,47,0,0,0,0,1,0,1,0,0,18,4,0,3,4,2,0,0,0,0,1,0,195,1,0,1,1,168,4,0,0,2,34,0,0,44,133,14,0,0,369,18,165,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,5,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,10,0,0,0,21,228,1,231,0,0,0,0,468,78,0,0,2,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,240,0,118,0,0,0
76376003.0,37,1,1,0,0,0,0,1,1,0,1,0,1,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0
86044005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,60,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,22,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0
709044004.0,0,3,0,0,0,0,0,3,0,0,0,0,0,56,0,0,0,0,0,0,22,0,37,0,0,0,0,2,0,27,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,8,0,2,1,1,0,0,0,0,2,0,195,2,0,1,1,9,0,0,0,0,0,0,0,0,4,8,0,0,0,30,275,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,103,0,0,0,0,0
129103003.0,7,2,1,0,0,6,0,1,8,0,1,0,1,14,0,0,0,1,0,0,7,0,0,3,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,7,0,0,1,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,1,0,0,0
195967001.0,929,1564,1767,0,73,156,5,74,90,0,106,72,34,2989,75,82,0,123,1,0,59,78,74,89,50,72,136,6,2,0,132,72,1,2,205,73,0,0,33,124,0,83,22,0,1,80,0,1,49,49,74,1,0,0,74,1,65,10,63,48,50,967,1,0,0,1,2,0,72,22,266,89,0,0,220,6,55,3,0,72,0,1,1,0,0,72,0,0,0,0,77,110,0,73,24,0,0,0,49,49,147,0,0,1,73,0,97,2,0,16,0,52,0,0,1,0,28,0,0,2,0,0,2,0,49,0,0,11,1,10,0,0,72,0,2,0,7,72,4,395,0,2,1,0,0,113,0,0,4,0,6,3,0,5,0,0,6,0,77,38,0,0,1,0,0,1194,0,75,0,0,0
200936003.0,26,28,17,3,7,7,0,9,10,1,10,6,4,84,7,7,0,24,1,0,39,9,148,9,5,7,23,0,8,1,66,9,7,3,141,7,0,0,1,8,1,8,0,0,0,43,0,1,4,4,7,0,0,0,8,0,130,3,0,4,5,132,1,0,0,0,1,0,7,22,90,25,0,0,9,0,1,6,0,6,0,0,0,0,0,13,0,0,0,0,11,7,1,8,3,0,0,0,4,4,4,0,0,1,7,0,9,0,0,0,0,7,0,1,7,0,1,0,0,1,0,0,0,0,4,0,0,1,1,1,0,0,17,0,0,0,0,13,1,213,0,0,0,0,0,6,0,0,4,0,6,1,0,0,1,0,0,0,8,6,0,0,2,0,0,355,0,13,0,0,0
233604007.0,67,63,20,0,12,21,0,13,34,0,19,12,5,306,12,13,0,16,0,0,52,14,0,15,8,12,1825,2,25,0,379,24,3,11,23,21,0,0,1,23,0,13,0,0,0,60,2,1,10,8,12,1,0,0,23,0,975,11,0,10,8,223,0,0,0,4,0,0,12,136,342,58,0,0,508,60,550,45,0,12,0,0,0,0,0,15,0,0,0,0,14,12,0,13,4,0,0,0,10,8,74,0,0,1,13,0,101,3,1,0,0,4,9,0,4,0,13,0,0,1,0,1,0,0,10,0,0,9,1,1,0,0,12,0,0,0,28,373,5,524,0,0,2,0,0,248,0,0,24,0,33,1,0,0,0,4,1,0,13,3,0,0,4,0,0,726,0,14,9,0,0
698247007.0,29,29,3933,0,7,16,0,14,17,1,10,6,4,472,7,7,12,27,1,0,29,9,111,9,16,8,44,1,60,28,325,66,21,1,49,15,0,0,1,8,1,11,0,0,0,21,1,3,11,5,9,0,2,0,6,0,260,4,0,5,6,888,1,0,0,4,69,0,7,82,140,24,0,0,624,42,386,12,0,6,0,0,0,0,0,7,0,0,0,0,46,9,1,9,4,0,0,0,5,5,70,0,0,1,8,0,17,0,0,0,0,5,0,1,1,0,1,0,0,3,0,0,2,0,9,0,0,1,1,1,0,0,7,0,0,0,35,382,1,331,0,0,0,0,0,905,0,0,0,0,0,1,0,0,1,5,0,0,7,0,0,0,1,0,0,461,0,17,0,0,0
